cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139
10677,9028.2,8059.7,12119,9022.2,9554.1,8641.4,9681.2,8496.6,10683,11672,10819,9024.2,10018,10636,8550.2,11952,11705,9881.9,9875.8,9160,12699,12458,9432.7,10856,11776,9946.8,11528,11979,10395,8625,11030,10962,10780,10427,11192,8640.4,10065,10991,10983,10942,12050,10673,9198.2,11868,9475,10526,10652,11603,11735,11356,10300,11262,9912.1,10773,10722,9311.1,9842.1,10818,10445,11109,10402,11065,8048.3,11068,9109.8,11353,11977,11004,11118,9000,8021.5,10171,11918,11531,12972,10339,9181.8,8858.8,10907,9709.7,7884.3,9627.1,10936,11332,10034,8426.9,10621,10078,10960,10133,8700.9,10861,8146.3,10544,9718.8,7878,13333,11758,11600,9166.7,10230,7766.7,9474.4,9019.9,12202,10759,10793,10070,10560,10645,10139,9099.1,11812,10837,10825,10931,10336,10135,10685,7885.7,10431,10993,9363.6,11210,9650,9284.6,9259.6,9973.5,7743.9,7023.3,10138,9843.4,9402.6,9484.4,8843.4,6082,8121.2,7871.7
10762,8971.8,8089.6,12159,9000,9563.1,8689.7,9743.8,8510.3,10683,11682,10865,9093.4,9994.1,10554,8527.9,12080,11637,9895.8,9919.3,9160,12685,12463,9230.8,10801,11767,9893.6,11491,11958,10324,8647.7,10978,10942,10774,10401,11237,8662.9,10050,11019,10960,11000,11994,10724,9207.2,11873,9475,10526,10685,11598,11758,11305,10330,11306,9956,10670,10694,9355.6,9875,10803,10462,11140,10412,11071,8053.1,11136,9073.2,11379,11955,10996,11071,9012.8,8032.3,10133,11931,11556,13007,10332,9136.4,8870.6,10958,9715.1,7859.5,9666.7,10947,11381,9982.9,8479.5,10631,10111,11005,10092,8726.5,10930,8170.7,10503,9708.3,7845.5,13348,11696,11420,9166.7,10248,7661.1,9500,8993.4,12213,10723,10732,10125,10593,10653,10194,9103.4,11800,10772,10858,10938,10353,10154,10753,7923.8,10477,10957,9493.5,11111,9662.5,9203.3,9163.5,9964.6,7731.7,7116.3,10088,9813.3,9389.6,9562.5,8855.4,6114.8,8115.2,7898.4
10769,9014.1,8067.2,12106,9000,9545,8710.3,9706.2,8406.9,10683,11646,10813,9072.7,9952.7,10636,8550.2,12053,11632,9909.7,9925.5,9156,12678,12502,9307.7,10815,11772,9914.9,11509,11979,10340,8750,11030,10894,10780,10352,11174,8655.4,10108,11028,10955,10988,11994,10673,9189.2,11908,9475,10533,10702,11565,11742,11347,10340,11290,9912.1,10742,10819,9288.9,9802.6,10833,10402,11104,10409,11113,8082.1,11068,9048.8,11304,11909,10982,11041,9051.3,8016.1,10133,11902,11574,12986,10359,9244.3,8823.5,10961,9682.8,7859.5,9661,10936,11391,9948.7,8462,10636,10052,10984,10083,8700.9,10913,8109.8,10579,9645.8,7837.4,13250,11677,11533,9144.7,10279,7700,9467.9,9006.6,12169,10717,10707,10078,10495,10613,10153,9133.6,11712,10822,10896,10938,10303,10124,10705,7914.3,10399,10971,9480.5,11099,9700,9357.7,9211.5,9946.9,7853.7,7093,10075,9747,9428.6,9343.8,8831.3,6016.4,8109.1,7901.1
10815,9056.3,8044.8,12115,9016.7,9590.1,8675.9,9743.8,8489.7,10720,11712,10877,9072.7,10024,10641,8561.3,12021,11632,9840.3,9900.6,9128,12678,12436,9298.1,10829,11754,9968.1,11585,11958,10375,8681.8,11007,11000,10792,10423,11237,8707.9,10086,11037,10977,11012,12063,10650,9225.2,11868,9462.5,10600,10725,11646,11720,11398,10390,11319,9967,10670,10736,9255.6,9842.1,10813,10439,11130,10429,11083,8043.5,11023,9073.2,11371,11932,10982,11088,9038.5,7989.2,10162,11922,11611,12965,10362,9244.3,8817.6,10970,9741.9,7884.3,9666.7,10925,11383,9906,8467.8,10662,10137,10992,10125,8675.2,11017,8170.7,10569,9718.8,7837.4,13280,11708,11507,9157.9,10212,7738.9,9429.5,9013.2,12165,10735,10720,10047,10659,10653,10153,9107.8,11812,10837,10874,10952,10336,10139,10774,7942.9,10425,10978,9454.5,11148,9600,9276.4,9201.9,9973.5,7792.7,7093,10112,9843.4,9545.5,9453.1,8831.3,6114.8,8127.3,7861
10769,9028.2,8104.5,12115,9016.7,9594.6,8662.1,9731.2,8475.9,10652,11636,10768,9065.7,9988.2,10625,8561.3,12000,11570,9881.9,9882,9148,12636,12449,9346.2,10815,11767,9883,11415,11969,10336,8670.5,11000,10913,10750,10392,11246,8647.9,10115,11000,10944,10965,12069,10664,9225.2,11899,9525,10467,10691,11603,11795,11356,10340,11270,9813.2,10722,10708,9266.7,9815.8,10823,10416,11114,10409,11060,8048.3,11000,9134.1,11321,11886,10982,11065,9038.5,8016.1,10095,11931,11630,12915,10408,9255.7,8811.8,10934,9720.4,7809.9,9632.8,10909,11367,9940.2,8444.4,10606,10085,11003,10167,8752.1,10974,8146.3,10564,9729.2,7804.9,13295,11727,11440,9171.1,10242,7694.4,9480.8,9006.6,12165,10717,10768,10047,10549,10653,10083,9090.5,11738,10832,10896,10897,10387,10143,10692,7923.8,10386,10949,9493.5,11123,9600,9325.2,9278.8,9973.5,7731.7,7139.5,10150,9777.1,9480.5,9500,8867.5,6147.5,8145.5,7855.6
10808,9000,8104.5,12159,9022.2,9567.6,8724.1,9706.2,8524.1,10646,11652,10813,9045,10012,10582,8539,12037,11601,9888.9,9857.1,9164,12685,12423,9259.6,10836,11737,9957.4,11406,11979,10372,8659.1,11000,10981,10780,10370,11179,8689.1,10094,11009,10955,10994,12025,10706,9171.2,11864,9525,10541,10691,11603,11720,11339,10410,11310,9934.1,10711,10639,9300,9782.9,10823,10457,11124,10399,11089,8048.3,11045,9085.4,11379,12000,11004,11082,8987.2,8032.3,10133,11931,11605,12908,10355,9147.7,8870.6,10964,9698.9,7826.4,9649.7,10952,11424,9957.3,8456.1,10631,10157,11000,10117,8709.4,10974,8134.1,10600,9760.4,7861.8,13326,11696,11467,9153.5,10236,7677.8,9532.1,9000,12195,10753,10817,10086,10538,10669,10125,9094.8,11800,10837,10858,10897,10387,10158,10719,7923.8,10471,10978,9389.6,11099,9675,9276.4,9221.2,9973.5,7804.9,7093,10162,9831.3,9467.5,9468.8,8837.3,6032.8,8097,7863.6
10777,9042.3,8067.2,12133,8955.6,9545,8675.9,9693.8,8462.1,10671,11636,10877,9090,9994.1,10663,8565.1,12037,11585,9881.9,9844.7,9160,12664,12445,9230.8,10836,11741,9936.2,11557,11990,10372,8715.9,10993,10913,10804,10374,11201,8689.1,10050,11000,10960,10988,12006,10659,9171.2,11952,9500,10585,10674,11656,11765,11356,10380,11298,9912.1,10711,10639,9355.6,9828.9,10828,10422,11104,10422,11060,8053.1,11068,9182.9,11357,11932,10996,11112,9012.8,8005.4,10171,11943,11593,12894,10362,9164.8,8882.4,10970,9741.9,7809.9,9632.8,10925,11450,9974.4,8368.4,10652,10098,11024,10142,8675.2,11026,8195.1,10503,9697.9,7878,13295,11696,11500,9144.7,10230,7738.9,9442.3,9019.9,12199,10741,10768,10023,10648,10669,10139,9081.9,11762,10837,10847,10972,10311,10135,10712,7885.7,10471,11065,9519.5,11123,9687.5,9268.3,9230.8,9946.9,7756.1,7116.3,10200,9831.3,9480.5,9453.1,8873.5,6032.8,8115.2,7895.7
10800,8985.9,8097,12124,9005.6,9545,8682.8,9725,8537.9,10733,11596,10800,9079.6,9982.2,10668,8587.4,12064,11679,9902.8,9913,9152,12678,12480,9346.2,10952,11802,9925.5,11547,12000,10364,8693.2,10985,10933,10821,10396,11268,8647.9,10072,10981,10966,11023,11987,10668,9243.2,11882,9525,10556,10742,11660,11735,11356,10310,11302,9945.1,10763,10764,9288.9,9756.6,10818,10428,11135,10419,11054,8033.8,11068,9146.3,11317,11879,11004,11118,8987.2,8021.5,10229,11894,11654,13028,10362,9181.8,8811.8,10940,9709.7,7909.1,9689.3,10947,11410,9957.3,8479.5,10657,10092,11013,10175,8709.4,10974,8170.7,10544,9687.5,7853.7,13371,11677,11420,9214.9,10200,7716.7,9519.2,9000,12206,10711,10780,10102,10659,10589,10181,9073.3,11838,10886,10913,10917,10378,10180,10678,7885.7,10444,10978,9610.4,11173,9675,9300.8,9221.2,9991.2,7780.5,7186,10100,9819.3,9480.5,9500,8855.4,6098.4,8121.2,7893
10738,9070.4,8097,12115,9000,9545,8710.3,9700,8475.9,10714,11662,10884,9072.7,9970.4,10641,8613.4,11989,11611,9875,9919.3,9164,12713,12454,9278.8,10918,11763,10000,11509,11990,10352,8670.5,11030,10971,10804,10410,11223,8636.7,10101,10981,10960,11041,12069,10715,9198.2,11851,9537.5,10659,10697,11612,11742,11347,10360,11367,10000,10711,10750,9277.8,9828.9,10837,10431,11109,10416,11083,8067.6,11023,9061,11371,11932,11004,11124,9038.5,8005.4,10133,11927,11654,12936,10378,9204.5,8847.1,10937,9688.2,7867.8,9615.8,10963,11453,10034,8450.3,10636,10144,11013,10142,8735,11017,8231.7,10579,9687.5,7821.1,13333,11745,11453,9193,10212,7722.2,9532.1,9013.2,12228,10759,10768,10117,10593,10661,10222,9064.7,11775,10842,10913,10931,10311,10128,10726,7923.8,10431,11022,9506.5,11123,9650,9325.2,9211.5,9982.3,7817.1,7069.8,10162,9819.3,9441.6,9468.8,8927.7,6016.4,8060.6,7882.4
10815,9042.3,8074.6,12159,9050,9536,8675.9,9718.8,8489.7,10714,11707,10826,9065.7,9988.2,10571,8565.1,12070,11622,9847.2,9919.3,9108,12734,12493,9307.7,10836,11772,9946.8,11538,11948,10383,8613.6,11015,10962,10786,10445,11183,8689.1,10108,11019,10966,11029,11994,10706,9171.2,11912,9612.5,10578,10713,11656,11712,11441,10420,11306,9989,10691,10750,9422.2,9796.1,10847,10471,11073,10412,11095,8038.6,11114,9097.6,11362,11902,11022,11118,9038.5,8043,10114,11918,11605,12993,10388,9153.4,8823.5,10970,9725.8,7851.2,9683.6,10914,11466,10000,8485.4,10732,10085,10995,10108,8709.4,11052,8195.1,10564,9697.9,7837.4,13356,11758,11407,9245.6,10248,7705.6,9448.7,9046.4,12180,10771,10817,10102,10593,10685,10153,9142.2,11775,10847,10863,10897,10361,10184,10747,7933.3,10425,10957,9480.5,11123,9737.5,9333.3,9201.9,9973.5,7768.3,7093,10100,9825.3,9402.6,9500,8873.5,6098.4,8097,7877
10777,9056.3,8074.6,12142,9022.2,9536,8634.5,9737.5,8531,10696,11667,10819,9072.7,9982.2,10630,8587.4,12005,11617,9854.2,9962.7,9176,12671,12449,9240.4,10904,11737,9904.3,11509,11969,10312,8727.3,11022,10962,10833,10348,11219,8730.3,10043,10981,10927,11006,12000,10664,9171.2,11864,9475,10563,10685,11598,11750,11339,10300,11315,9923.1,10763,10681,9311.1,9835.5,10803,10399,11145,10405,11071,8029,10977,9048.8,11362,11985,11031,11065,9064.1,8069.9,10114,11914,11617,12915,10339,9198.9,8829.4,10943,9688.2,7892.6,9621.5,10941,11418,10026,8473.7,10646,10078,10989,10100,8675.2,11035,8219.5,10585,9708.3,7837.4,13326,11776,11507,9197.4,10206,7711.1,9557.7,9000,12154,10711,10780,10086,10626,10645,10153,9086.2,11762,10871,10869,10945,10378,10128,10692,7895.2,10471,10978,9467.5,11074,9700,9308.9,9259.6,9938.1,7756.1,7093,10138,9807.2,9441.6,9468.8,8867.5,6114.8,8097,7885
10785,8971.8,8097,12049,8988.9,9513.5,8717.2,9718.8,8469,10640,11626,10839,9027.7,9964.5,10636,8550.2,12021,11648,9909.7,9857.1,9076,12636,12441,9269.2,10836,11767,9893.6,11519,11938,10340,8670.5,11000,10981,10804,10396,11179,8674.2,10079,10972,10932,11029,12025,10668,9180.2,11877,9400,10533,10607,11612,11780,11347,10330,11319,9868.1,10784,10708,9377.8,9802.6,10847,10428,11124,10382,11036,8053.1,11045,9048.8,11326,11886,10974,11106,9012.8,8037.6,10095,11935,11586,12950,10359,9170.5,8800,10940,9688.2,7892.6,9615.8,10984,11475,9991.5,8432.7,10646,10105,11008,10158,8692.3,11000,8134.1,10564,9687.5,7861.8,13311,11677,11447,9131.6,10206,7738.9,9506.4,9013.2,12188,10753,10744,10062,10538,10653,10139,9112.1,11775,10822,10869,10966,10420,10150,10692,7876.2,10405,10957,9415.6,11074,9650,9341.5,9259.6,10018,7707.3,7139.5,10050,9771.1,9493.5,9312.5,8789.2,6098.4,8090.9,7874.3
10815,9000,8059.7,12137,8933.3,9527,8682.8,9768.8,8496.6,10671,11641,10794,9051.9,10006,10652,8539,11936,11606,9868.1,9844.7,9104,12720,12427,9298.1,10822,11772,9904.3,11462,11979,10324,8738.6,10993,11000,10744,10361,11223,8655.4,10058,11000,10949,11041,12006,10706,9198.2,11890,9462.5,10526,10719,11589,11818,11373,10360,11315,9890.1,10732,10722,9255.6,9750,10813,10434,11093,10443,11065,8029,11023,9122,11357,11886,10969,11071,9089.7,8026.9,10105,11918,11636,12936,10342,9238.6,8864.7,10964,9709.7,7884.3,9666.7,10952,11440,9931.6,8421.1,10611,10085,11013,10142,8700.9,10957,8146.3,10538,9656.2,7821.1,13311,11752,11453,9144.7,10248,7716.7,9435.9,9013.2,12213,10741,10805,10047,10615,10677,10111,9077.6,11788,10871,10880,10952,10303,10143,10719,7876.2,10353,10942,9454.5,11136,9662.5,9268.3,9192.3,9946.9,7743.9,7116.3,10062,9825.3,9428.6,9375,8837.3,6065.6,8139.4,7861
10738,9014.1,8111.9,12097,8977.8,9522.5,8710.3,9656.2,8448.3,10621,11606,10794,9062.3,9964.5,10554,8513,11968,11601,9875,9900.6,9080,12664,12432,9307.7,10815,11750,9883,11453,11938,10316,8704.5,10985,10942,10750,10357,11188,8685.4,10122,10963,10955,11023,11994,10673,9207.2,11864,9487.5,10519,10685,11622,11720,11322,10280,11262,9945.1,10701,10722,9277.8,9782.9,10793,10442,11093,10409,11048,8009.7,11000,9085.4,11362,11871,10965,11053,9025.6,8016.1,10076,11906,11599,12950,10339,9204.5,8817.6,10913,9639.8,7892.6,9581.9,10930,11405,9982.9,8421.1,10606,10065,11019,10125,8709.4,11009,8134.1,10503,9687.5,7821.1,13303,11689,11407,9162.3,10212,7694.4,9480.8,8993.4,12206,10705,10695,10070,10549,10669,10139,9107.8,11762,10802,10842,10883,10286,10132,10664,7914.3,10353,10906,9532.5,11012,9625,9300.8,9153.8,9938.1,7682.9,7139.5,10062,9831.3,9467.5,9421.9,8849.4,6032.8,8090.9,7893
10754,9000,8126.9,12133,9000,9581.1,8696.6,9693.8,8455.2,10658,11657,10832,9055.4,10006,10620,8546.5,11973,11637,9833.3,9906.8,9112,12671,12498,9259.6,10801,11728,9946.8,11453,11948,10328,8670.5,10985,10981,10738,10344,11205,8610.5,10058,11019,10898,11023,11956,10640,9189.2,11851,9475,10526,10685,11612,11689,11339,10310,11246,9879.1,10722,10681,9333.3,9789.5,10847,10416,11078,10456,11048,8038.6,11023,9097.6,11304,11909,10956,11059,9064.1,8026.9,10086,11902,11549,13000,10342,9198.9,8841.2,10958,9715.1,7867.8,9694.9,10909,11450,9965.8,8432.7,10677,10105,11005,10158,8641,10991,8170.7,10559,9666.7,7837.4,13295,11696,11540,9162.3,10224,7700,9480.8,8986.8,12143,10753,10720,10086,10637,10653,10125,9090.5,11738,10851,10902,10890,10303,10154,10671,7876.2,10418,10899,9428.6,11111,9737.5,9260.2,9192.3,9982.3,7768.3,7093,10050,9831.3,9493.5,9390.6,8843.4,6016.4,8103,7885
10777,9028.2,8052.2,12106,9022.2,9500,8627.6,9675,8455.2,10609,11667,10832,9051.9,9988.2,10609,8542.8,11973,11668,9888.9,9863.4,9104,12671,12480,9269.2,10890,11763,9978.7,11462,11969,10368,8613.6,11022,10981,10792,10357,11179,8655.4,10065,10991,10876,11018,11975,10654,9189.2,11855,9512.5,10511,10685,11584,11742,11288,10320,11270,9945.1,10742,10819,9422.2,9796.1,10813,10408,11155,10405,11042,8033.8,10977,9061,11308,11902,11031,11041,9038.5,8053.8,10133,11914,11531,12957,10355,9181.8,8811.8,10916,9698.9,7900.8,9621.5,10930,11445,9974.4,8432.7,10646,10092,10963,10108,8735,11017,8134.1,10513,9708.3,7829.3,13326,11640,11480,9166.7,10248,7683.3,9474.4,9019.9,12184,10681,10683,10109,10681,10710,10153,9077.6,11788,10842,10842,10890,10294,10162,10726,7895.2,10392,10978,9441.6,11074,9625,9325.2,9173.1,9964.6,7756.1,7069.8,10125,9771.1,9454.5,9406.2,8849.4,6049.2,8151.5,7858.3
10769,9028.2,8067.2,12111,9005.6,9572.1,8613.8,9700,8537.9,10708,11641,10852,9076.1,9958.6,10609,8594.8,12032,11611,9854.2,9919.3,9116,12720,12383,9250,10842,11728,9925.5,11472,11969,10296,8659.1,10993,10962,10786,10374,11192,8674.2,10094,10981,10966,11053,11969,10678,9180.2,11886,9550,10570,10691,11574,11788,11288,10360,11323,9868.1,10711,10750,9322.2,9796.1,10828,10405,11109,10402,11054,8043.5,11045,9109.8,11308,11909,11009,11065,9064.1,8016.1,10133,11898,11623,13000,10322,9210.2,8847.1,10934,9741.9,7851.2,9655.4,10936,11499,9948.7,8432.7,10631,10092,11016,10150,8692.3,10957,8146.3,10528,9687.5,7796.7,13295,11634,11440,9171.1,10218,7655.6,9442.3,9000,12165,10777,10780,10102,10670,10685,10167,9099.1,11762,10842,10836,10938,10286,10147,10747,7914.3,10503,10964,9402.6,11062,9650,9325.2,9250,9964.6,7768.3,7093,10088,9807.2,9428.6,9453.1,8825.3,6082,8121.2,7882.4
10792,8985.9,8089.6,12097,8983.3,9531.5,8689.7,9700,8510.3,10615,11606,10845,9045,9952.7,10620,8542.8,11984,11642,9840.3,9869.6,9136,12650,12454,9278.8,10884,11763,9946.8,11528,11948,10324,8704.5,10933,10952,10821,10374,11201,8636.7,10086,10981,10927,11047,12025,10724,9225.2,11851,9500,10548,10652,11603,11742,11331,10280,11298,9901.1,10732,10722,9355.6,9776.3,10803,10353,11083,10399,11083,8053.1,11091,9097.6,11317,11947,10996,11059,9025.6,8053.8,10152,11882,11630,12979,10329,9233,8829.4,10937,9725.8,7867.8,9689.3,10947,11424,9991.5,8444.4,10611,10092,10968,10117,8735,11017,8122,10559,9645.8,7845.5,13258,11745,11453,9193,10285,7772.2,9455.1,8986.8,12195,10711,10768,10055,10637,10685,10208,9107.8,11800,10876,10880,10966,10294,10135,10705,7904.8,10425,10899,9532.5,10988,9625,9235.8,9182.7,9955.8,7780.5,7093,10112,9789.2,9506.5,9437.5,8891.6,6098.4,8078.8,7885
10777,9000,8089.6,12075,9000,9464,8675.9,9681.2,8469,10658,11667,10787,9093.4,9976.3,10625,8579.9,12021,11689,9881.9,9857.1,9104,12692,12427,9269.2,10795,11780,9883,11500,11958,10332,8647.7,10993,10971,10756,10374,11156,8666.7,10050,10991,10944,11053,11975,10682,9144.1,11895,9512.5,10541,10646,11617,11750,11381,10310,11315,9890.1,10763,10764,9255.6,9802.6,10828,10460,11124,10409,11036,8043.5,11023,9085.4,11308,11955,10991,11112,9000,8043,10114,11927,11605,12943,10355,9227.3,8794.1,10937,9704.3,7859.5,9672.3,10957,11456,9931.6,8403.5,10636,10105,10984,10058,8675.2,11052,8158.5,10544,9697.9,7821.1,13288,11764,11440,9175.4,10242,7688.9,9461.5,8993.4,12213,10705,10720,10078,10604,10661,10125,9086.2,11838,10842,10831,10952,10319,10124,10726,7876.2,10418,10920,9428.6,11074,9662.5,9268.3,9134.6,9991.2,7780.5,7046.5,10188,9801.2,9428.6,9437.5,8843.4,6049.2,8127.3,7866.3
10815,9014.1,8052.2,12093,8972.2,9468.5,8724.1,9618.8,8462.1,10640,11636,10813,9051.9,9958.6,10641,8542.8,12011,11585,9861.1,9937.9,9144,12678,12423,9298.1,10815,11780,9893.6,11491,12000,10364,8659.1,10963,11000,10738,10335,11196,8692.9,10101,11000,10972,11053,12063,10664,9135.1,11807,9475,10578,10646,11574,11742,11314,10300,11319,9912.1,10680,10764,9277.8,9809.2,10759,10367,11104,10382,11036,8033.8,11045,9085.4,11317,11879,10996,11076,9051.3,8064.5,10114,11882,11617,12929,10355,9181.8,8852.9,10958,9704.3,7809.9,9627.1,10930,11485,10017,8391.8,10591,10085,10976,10100,8743.6,10991,8146.3,10590,9666.7,7821.1,13295,11720,11427,9175.4,10230,7705.6,9429.5,9026.5,12162,10741,10720,10086,10615,10694,10069,9056,11712,10851,10863,10931,10336,10173,10712,7866.7,10418,10935,9428.6,11136,9675,9243.9,9230.8,9982.3,7743.9,7093,10125,9801.2,9493.5,9437.5,8825.3,6000,8109.1,7866.3
10777,8985.9,8111.9,12111,8983.3,9495.5,8606.9,9687.5,8406.9,10646,11611,10826,9034.6,9976.3,10625,8568.8,12005,11560,9854.2,9857.1,9112,12629,12432,9375,10877,11698,9904.3,11491,11927,10300,8693.2,11007,10933,10780,10339,11228,8647.9,10094,10935,10949,11070,11994,10682,9099.1,11882,9425,10578,10663,11593,11780,11297,10370,11319,9923.1,10660,10625,9277.8,9796.1,10842,10419,11088,10405,11036,8024.2,11068,9048.8,11299,11894,11000,11076,8987.2,8000,10124,11890,11525,12936,10326,9193.2,8847.1,10904,9709.7,7851.2,9621.5,10898,11507,9974.4,8462,10662,10105,10976,10092,8683.8,10957,8231.7,10513,9625,7796.7,13311,11689,11413,9162.3,10230,7772.2,9461.5,8993.4,12151,10765,10744,10172,10593,10621,10111,9038.8,11800,10802,10842,10924,10311,10128,10726,7828.6,10451,10942,9480.5,11049,9587.5,9284.6,9221.2,9973.5,7682.9,7139.5,10138,9741,9441.6,9343.8,8831.3,6032.8,8109.1,7879.7
10854,8985.9,8082.1,12066,9022.2,9545,8613.8,9756.2,8503.4,10658,11611,10832,9055.4,9976.3,10592,8576.2,11947,11601,9902.8,9888.2,9160,12664,12463,9240.4,10836,11737,9936.2,11462,11938,10332,8647.7,10940,10952,10750,10344,11121,8677.9,10065,11000,10927,11088,12025,10654,9162.2,11868,9500,10578,10691,11608,11750,11297,10350,11310,9857.1,10649,10625,9322.2,9763.2,10847,10376,11119,10385,11077,8048.3,10977,9122,11335,11864,11009,11053,9012.8,8037.6,10133,11878,11543,12894,10329,9198.9,8788.2,10943,9704.3,7884.3,9666.7,10941,11507,9948.7,8386,10636,10111,11003,10142,8752.1,10991,8182.9,10467,9625,7804.9,13371,11733,11433,9197.4,10242,7766.7,9474.4,8973.5,12173,10735,10780,10117,10593,10718,10083,9090.5,11762,10817,10852,10917,10252,10143,10747,7904.8,10510,10971,9389.6,11099,9650,9317.1,9201.9,9893.8,7792.7,7023.3,10075,9795.2,9428.6,9500,8885.5,6082,8072.7,7861
10715,8985.9,8074.6,12093,8994.4,9500,8724.1,9681.2,8406.9,10634,11641,10781,9020.8,9905.3,10522,8539,12027,11611,9888.9,9882,9068,12671,12458,9326.9,10842,11716,9914.9,11453,11927,10308,8693.2,10933,10933,10720,10344,11214,8651.7,10094,11009,10955,11041,11981,10710,9099.1,11833,9500,10519,10624,11579,11758,11322,10290,11302,9956,10722,10764,9200,9750,10778,10396,11088,10355,11083,8038.6,11045,9061,11259,11939,10978,11059,8987.2,8032.3,10057,11841,11568,12943,10299,9153.4,8752.9,10934,9666.7,7851.2,9604.5,10909,11434,9940.2,8403.5,10561,10059,10973,10117,8666.7,11043,8158.5,10487,9687.5,7837.4,13311,11733,11380,9144.7,10230,7700,9442.3,8993.4,12136,10753,10793,10023,10637,10750,10153,9064.7,11725,10772,10863,10883,10277,10135,10582,7847.6,10444,10920,9441.6,11025,9587.5,9227.6,9221.2,9973.5,7719.5,7139.5,10025,9765.1,9441.6,9390.6,8807.2,6049.2,8121.2,7869
10723,9042.3,8067.2,12062,9000,9500,8689.7,9631.2,8475.9,10615,11631,10832,9031.1,10000,10560,8557.6,12011,11653,9881.9,9838.5,9148,12664,12401,9221.2,10788,11685,9893.6,11425,11927,10308,8681.8,10978,10923,10774,10313,11156,8606.7,10086,10935,10960,11029,12000,10673,9144.1,11816,9400,10519,10635,11545,11758,11280,10340,11270,9901.1,10701,10722,9244.4,9769.7,10808,10355,11088,10392,11036,8014.5,11023,9073.2,11286,11947,10974,11053,9051.3,8021.5,10057,11902,11562,12858,10345,9130.7,8823.5,10913,9693.5,7867.8,9587.6,10947,11434,9923.1,8421.1,10596,10052,10957,10083,8692.3,11061,8097.6,10482,9677.1,7845.5,13205,11696,11387,9166.7,10212,7694.4,9467.9,8966.9,12147,10729,10707,10102,10549,10653,10194,9125,11838,10787,10842,10910,10294,10139,10637,7800,10399,10899,9402.6,11037,9525,9235.8,9211.5,9938.1,7756.1,7046.5,10075,9801.2,9363.6,9343.8,8825.3,6016.4,8097,7858.3
10723,8985.9,8134.3,12053,8955.6,9522.5,8675.9,9662.5,8420.7,10665,11586,10748,9041.5,9964.5,10598,8524.2,11930,11601,9909.7,9844.7,9096,12657,12379,9288.5,10747,11690,9893.6,11425,11917,10273,8602.3,10985,10894,10738,10361,11138,8614.2,10101,10991,10944,11018,12000,10710,9162.2,11825,9387.5,10548,10685,11541,11674,11288,10300,11286,9901.1,10680,10681,9366.7,9769.7,10764,10396,11052,10351,11071,8033.8,11068,9073.2,11290,11894,10965,11076,9012.8,8016.1,10095,11845,11512,12943,10336,9090.9,8805.9,10925,9698.9,7900.8,9604.5,10930,11448,9948.7,8391.8,10611,10026,10941,10158,8700.9,11070,8146.3,10523,9666.7,7821.1,13258,11702,11453,9166.7,10206,7666.7,9435.9,8993.4,12154,10693,10744,10102,10516,10669,10139,9073.3,11812,10782,10858,10876,10387,10169,10671,7847.6,10399,10949,9350.6,11111,9637.5,9252,9211.5,9964.6,7707.3,7093,10138,9795.2,9467.5,9500,8843.4,6049.2,8084.8,7861
10815,9000,8044.8,12062,9011.1,9477.5,8641.4,9637.5,8434.5,10609,11591,10826,9048.4,9964.5,10636,8546.5,12027,11617,9916.7,9882,9104,12657,12436,9278.8,10842,11711,9883,11500,11938,10340,8681.8,10978,10971,10810,10291,11223,8662.9,10022,11000,10927,11041,12013,10678,9117.1,11868,9400,10548,10669,11569,11720,11331,10330,11294,9945.1,10722,10722,9266.7,9750,10793,10408,11104,10368,11089,8043.5,10977,9061,11254,11886,11022,11076,9012.8,7994.6,10105,11918,11630,12936,10316,9170.5,8805.9,10898,9715.1,7867.8,9621.5,10914,11509,9991.5,8415.2,10576,10078,10949,10117,8649.6,11017,8182.9,10518,9697.9,7821.1,13303,11708,11447,9179.8,10194,7711.1,9448.7,8980.1,12110,10777,10720,10070,10582,10702,10125,9107.8,11762,10822,10885,10910,10294,10154,10678,7847.6,10373,10891,9415.6,11074,9637.5,9235.8,9134.6,9911.5,7731.7,7000,10150,9813.3,9441.6,9421.9,8801.2,6098.4,8109.1,7855.6
