cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139
10592,10775,8306,11088,8983.3,8473,10593,9400,8041.4,10242,11187,10710,9107.3,9721.9,10397,8762.1,11316,11352,9812.5,8602.5,8516,11196,11511,9298.1,10212,11013,9127.7,10915,10927,9648.2,9079.5,10522,10375,10280,10053,10804,9202.2,9561.2,10500,10525,12339,11245,12874,8927.9,11215,9012.5,10052,10567,10976,10833,10763,9820,11157,9153.8,12402,10139,10100,9197.4,10438,9927.7,10746,10084,10726,8004.8,10932,8939,10429,11545,11246,10829,8743.6,9134.4,9542.9,11102,11031,12000,10197,8937.5,8370.6,10244,9123.7,7686,9141.2,10626,12097,9529.9,8093.6,10338,9921.6,11775,10042,8478.6,10930,7939,10349,9104.2,7845.5,12068,11248,11000,9557,10103,7211.1,9698.7,8953.6,11537,10410,10463,10109,10440,10629,9958.3,8939.7,11012,10535,10492,10545,9949.6,9932.3,10349,9923.8,10131,11109,11455,9864.2,9762.5,9211.4,8855.8,9911.5,7341.5,6930.2,9537.5,9813.3,9649.4,9000,8228.9,5918,8090.9,7871.7
10608,10690,8358.2,11084,8950,8445.9,10600,9393.8,8069,10186,11192,10710,9117.6,9733.7,10418,8762.1,11326,11326,9798.6,8614.9,8456,11161,11471,9259.6,10281,10996,9095.7,10943,10948,9604.7,9079.5,10560,10346,10220,10079,10804,9149.8,9589.9,10565,10605,12374,11220,12879,8936.9,11268,8975,10081,10579,11024,10826,10737,9800,11173,9186.8,12495,10208,10089,9250,10483,9950.9,10767,10061,10768,8033.8,10841,8878,10455,11515,11202,10800,8666.7,9091.4,9609.5,11098,11037,11965,10132,8971.6,8294.1,10250,9059.1,7570.2,9152.5,10658,12064,9478.6,8117,10343,9960.8,11770,10025,8470.1,10991,7963.4,10303,9072.9,7845.5,12129,11205,11013,9561.4,10133,7166.7,9692.3,8960.3,11537,10422,10415,10055,10330,10516,9986.1,8948.3,11025,10569,10486,10490,9932.8,9966.2,10329,9895.2,10131,11080,11481,9851.9,9812.5,9130.1,8865.4,9938.1,7292.7,6976.7,9500,9813.3,9688.3,8968.8,8325.3,5918,8115.2,7855.6
10600,10690,8328.4,11071,8916.7,8531.5,10559,9418.8,8075.9,10193,11202,10690,9121.1,9710.1,10467,8788.1,11316,11259,9868.1,8652.2,8496,11182,11498,9192.3,10199,10991,9170.2,10962,10927,9648.2,9034.1,10493,10346,10238,10079,10781,9183.5,9633.1,10509,10554,12292,11208,12855,8927.9,11184,9037.5,10133,10551,11029,10848,10678,9800,11133,9142.9,12309,10194,10033,9164.5,10463,9942.2,10699,10081,10756,8014.5,10727,8890.2,10438,11583,11175,10888,8833.3,9107.5,9628.6,11098,11043,12014,10207,8937.5,8388.2,10247,9150.5,7586.8,9152.5,10647,12086,9470.1,8181.3,10369,9908.5,11757,10058,8418.8,10974,7902.4,10369,9125,7813,12106,11255,11040,9649.1,10048,7238.9,9653.8,8920.5,11533,10488,10476,10070,10275,10540,9958.3,8905.2,11062,10584,10475,10579,9974.8,9954.9,10356,9952.4,10105,11123,11494,9938.3,9775,9235.8,8807.7,9911.5,7231.7,6976.7,9500,9795.2,9675.3,8921.9,8301.2,5918,8066.7,7882.4
10600,10704,8365.7,11053,8950,8468.5,10566,9362.5,8062.1,10217,11136,10748,9124.6,9698.2,10380,8754.6,11278,11332,9861.1,8608.7,8508,11217,11485,9269.2,10226,10987,9191.5,10925,10917,9644.3,9000,10500,10317,10292,10044,10746,9142.3,9561.2,10509,10610,12287,11277,12869,8891.9,11224,8962.5,10059,10624,10976,10856,10686,9830,11133,9164.8,12412,10236,10056,9177.6,10443,9956.6,10736,10078,10762,8019.3,10818,8902.4,10446,11530,11206,10794,8692.3,9118.3,9552.4,11073,11068,11943,10178,8948.9,8382.4,10238,9129,7661.2,9129.9,10631,12054,9487.2,8163.7,10293,9915,11765,10017,8461.5,11017,7878,10354,9093.8,7845.5,12174,11236,10993,9574.6,10048,7222.2,9660.3,8933.8,11588,10373,10463,10062,10429,10468,9916.7,8952.6,11000,10594,10568,10559,9941.2,9947.4,10356,9942.9,10150,11072,11481,9888.9,9737.5,9292.7,8836.5,9885,7304.9,6953.5,9612.5,9771.1,9688.3,8921.9,8307.2,5983.6,8097,7834.2
10577,10761,8365.7,11027,8977.8,8495.5,10559,9337.5,8048.3,10217,11162,10755,9138.4,9721.9,10402,8791.8,11337,11311,9833.3,8664.6,8452,11217,11480,9240.4,10233,10996,9202.1,10972,10958,9592.9,9022.7,10545,10394,10226,10088,10799,9161,9575.5,10583,10525,12310,11302,12846,8909.9,11171,9000,10022,10562,10995,10833,10636,9790,11169,9109.9,12423,10264,10067,9210.5,10453,9948,10756,10088,10756,8024.2,10864,8926.8,10348,11492,11211,10824,8730.8,9112.9,9666.7,11082,11031,11950,10214,8954.5,8364.7,10283,9193.5,7595,9107.3,10658,12088,9512.8,8128.7,10379,9915,11725,10075,8444.4,10957,7963.4,10385,9177.1,7861.8,12114,11261,11020,9565.8,10097,7188.9,9653.8,8920.5,11518,10410,10476,10047,10352,10581,9930.6,8982.8,10975,10564,10508,10607,9916,9958.6,10288,9904.8,10118,11080,11506,9888.9,9787.5,9243.9,8875,9902.7,7280.5,6976.7,9512.5,9789.2,9636.4,8968.8,8283.1,5885.2,8066.7,7895.7
10554,10704,8320.9,11084,9000,8549.5,10566,9400,8062.1,10186,11167,10723,9103.8,9757.4,10375,8743.5,11246,11316,9847.2,8652.2,8516,11210,11436,9269.2,10212,11000,9159.6,10981,10938,9644.3,9034.1,10493,10298,10268,10057,10781,9127.3,9575.5,10602,10565,12287,11189,12883,8955,11206,9050,10059,10579,11005,10818,10720,9780,11129,9098.9,12371,10208,10111,9190.8,10419,9933.5,10746,10111,10821,8029,10750,8926.8,10433,11561,11193,10806,8743.6,9139.8,9542.9,11098,11025,11979,10178,8948.9,8329.4,10265,9139.8,7652.9,9135.6,10642,12088,9461.5,8105.3,10359,9973.9,11706,9966.7,8453,11009,7853.7,10328,9145.8,7780.5,12083,11255,11053,9644.7,10085,7205.6,9666.7,8900.7,11533,10434,10463,10070,10319,10565,9944.4,8935.3,10975,10564,10612,10503,9974.8,9962.4,10281,9981,10092,11080,11481,9925.9,9712.5,9203.3,8807.7,9885,7365.9,6953.5,9512.5,9753,9610.4,8953.1,8325.3,5918,8090.9,7842.2
10585,10718,8335.8,11027,8944.4,8477.5,10524,9343.8,8089.7,10155,11167,10652,9076.1,9739.6,10413,8710,11289,11332,9847.2,8639.8,8480,11105,11489,9240.4,10219,10966,9117,10953,10938,9624.5,8988.6,10530,10413,10250,10044,10737,9149.8,9561.2,10565,10576,12257,11233,12911,8955,11167,9050,10059,10607,11019,10864,10678,9740,11181,9109.9,12454,10181,10100,9197.4,10473,9950.9,10720,10111,10750,8033.8,10773,8914.6,10415,11485,11241,10794,8692.3,9102.2,9657.1,11073,11056,11979,10174,8937.5,8347.1,10313,9123.7,7686,9118.6,10626,12048,9504.3,8105.3,10389,9921.6,11733,9966.7,8487.2,10974,7890.2,10390,9125,7813,12167,11224,11020,9609.6,10115,7250,9685.9,8920.5,11529,10373,10512,10031,10396,10548,9986.1,8948.3,10938,10520,10486,10545,9966.4,9958.6,10288,9952.4,10124,11051,11506,9876.5,9775,9195.1,8788.5,9840.7,7268.3,7000,9525,9716.9,9571.4,8890.6,8331.3,5950.8,8084.8,7852.9
10700,10746,8365.7,11058,8922.2,8455,10524,9356.2,8041.4,10230,11162,10729,9141.9,9721.9,10342,8750.9,11257,11254,9840.3,8596.3,8472,11133,11489,9240.4,10240,11004,9095.7,10934,10917,9592.9,8977.3,10455,10346,10202,10040,10750,9153.6,9604.3,10611,10576,12281,11258,12846,8936.9,11175,8975,10030,10567,11019,10788,10686,9780,11173,9153.8,12485,10097,10122,9157.9,10453,9933.5,10767,10091,10750,8009.7,10886,8926.8,10384,11500,11180,10841,8743.6,9129,9552.4,11082,11043,11950,10174,8903.4,8329.4,10247,9139.8,7694.2,9135.6,10631,12054,9487.2,8122.8,10298,9941.2,11719,9975,8444.4,10991,7890.2,10318,9145.8,7788.6,12008,11242,11007,9587.7,10085,7161.1,9641,8894,11555,10361,10488,10070,10297,10565,9916.7,8978.4,11025,10589,10508,10593,9941.2,9924.8,10377,9914.3,10124,11080,11584,9888.9,9762.5,9284.6,8817.3,9920.4,7317.1,6883.7,9475,9759,9688.3,8859.4,8343.4,5950.8,8078.8,7844.9
10562,10690,8313.4,11066,8938.9,8473,10524,9425,8006.9,10168,11182,10774,9072.7,9633.1,10446,8777,11294,11264,9937.5,8602.5,8488,11182,11454,9288.5,10240,10953,9117,10972,10906,9648.2,8977.3,10537,10337,10244,10053,10804,9153.6,9589.9,10593,10514,12298,11201,12832,8909.9,11184,9025,10052,10584,11000,10811,10686,9770,11153,9175.8,12330,10181,10144,9151.3,10458,9965.3,10694,10081,10720,8009.7,10886,8939,10388,11530,11241,10794,8794.9,9112.9,9485.7,11078,11068,11922,10171,8943.2,8382.4,10250,9086,7669.4,9096,10690,12054,9478.6,8146.2,10394,9954.2,11727,10008,8444.4,10904,7914.6,10303,9125,7813,12061,11217,11033,9605.3,10079,7205.6,9609,8933.8,11529,10380,10427,10055,10341,10605,9916.7,8952.6,11012,10614,10503,10503,9924.4,9902.3,10267,9885.7,10163,11080,11545,9839.5,9775,9219.5,8817.3,9840.7,7353.7,6953.5,9525,9831.3,9649.4,8875,8307.2,5918,8084.8,7858.3
10562,10662,8320.9,11066,8972.2,8518,10517,9362.5,8062.1,10193,11141,10697,9124.6,9674.6,10375,8695.2,11283,11295,9868.1,8621.1,8456,11105,11502,9307.7,10233,11000,9095.7,10915,10958,9652.2,8954.5,10433,10337,10250,10040,10719,9127.3,9582.7,10537,10588,12275,11252,12869,8927.9,11180,9012.5,10059,10607,11033,10833,10644,9790,11145,9153.8,12423,10194,10089,9184.2,10478,9979.8,10736,10074,10738,7985.5,10841,8914.6,10402,11477,11211,10800,8769.2,9129,9590.5,11114,11056,11986,10184,8920.5,8282.4,10280,9112.9,7727.3,9107.3,10610,12019,9453,8187.1,10359,9895.4,11741,10042,8461.5,10974,7865.9,10344,9104.2,7829.3,12121,11230,11013,9600.9,10085,7188.9,9698.7,8907.3,11515,10458,10476,10062,10440,10532,9861.1,8939.7,10938,10589,10536,10524,9941.2,9924.8,10370,9981,10131,11087,11416,9913.6,9762.5,9260.2,8865.4,9920.4,7256.1,6976.7,9537.5,9771.1,9727.3,8921.9,8271.1,5901.6,8090.9,7826.2
10577,10718,8298.5,11066,8966.7,8464,10531,9375,8075.9,10180,11202,10729,9103.8,9751.5,10337,8780.7,11310,11269,9868.1,8639.8,8520,11147,11467,9221.2,10212,10957,9127.7,10925,10938,9644.3,8943.2,10448,10404,10179,10044,10772,9131.1,9554,10546,10565,12298,11239,12855,8927.9,11180,9012.5,10111,10596,11010,10818,10720,9790,11165,9142.9,12402,10167,10122,9157.9,10443,9974,10756,10054,10714,8024.2,10818,8878,10424,11492,11232,10771,8692.3,9086,9523.8,11094,11006,11986,10155,8926.1,8305.9,10253,9172,7611.6,9073.4,10599,12046,9521.4,8146.2,10333,9915,11706,10042,8487.2,10913,7902.4,10349,9072.9,7829.3,12053,11199,11060,9605.3,10109,7205.6,9692.3,8953.6,11504,10373,10427,10031,10341,10500,9861.1,8952.6,11000,10540,10525,10469,9907.6,9917.3,10308,9885.7,10105,11101,11506,9876.5,9787.5,9219.5,8778.8,9902.7,7353.7,6930.2,9525,9807.2,9701.3,8968.8,8301.2,5950.8,8078.8,7874.3
10623,10662,8335.8,11084,8933.3,8482,10593,9356.2,8020.7,10217,11157,10684,9124.6,9698.2,10380,8713.8,11257,11290,9833.3,8608.7,8484,11182,11489,9355.8,10205,10970,9106.4,10925,10938,9628.5,9034.1,10493,10298,10256,10026,10777,9179.8,9582.7,10546,10559,12298,11245,12860,8964,11175,8937.5,10111,10596,10947,10841,10729,9730,11149,9153.8,12392,10236,10211,9184.2,10488,9942.2,10741,10071,10732,8024.2,10886,8951.2,10455,11462,11206,10853,8705.1,9069.9,9523.8,11110,10969,11986,10132,8931.8,8300,10238,9086,7578.5,9152.5,10647,12070,9538.5,8187.1,10374,9869.3,11759,10025,8495.7,10913,7926.8,10282,9135.4,7796.7,12068,11224,10987,9574.6,10103,7188.9,9673.1,8913.9,11511,10392,10451,10031,10462,10532,10000,8956.9,10975,10574,10541,10483,9966.4,9962.4,10356,9914.3,10072,11116,11481,9876.5,9837.5,9260.2,8798.1,9885,7317.1,6953.5,9562.5,9819.3,9688.3,8968.8,8325.3,5934.4,8066.7,7826.2
10608,10746,8276.1,11022,8966.7,8477.5,10579,9375,8006.9,10168,11182,10716,9110.7,9733.7,10370,8769.5,11310,11290,9861.1,8646,8464,11112,11436,9307.7,10253,10983,9095.7,10925,10875,9632.4,8988.6,10463,10279,10208,10026,10781,9164.8,9510.8,10519,10542,12304,11201,12808,8955,11158,9025,10007,10590,11005,10818,10729,9780,11105,9131.9,12443,10181,10144,9125,10478,9939.3,10679,10047,10732,8014.5,10932,8878,10384,11485,11154,10765,8705.1,9080.6,9571.4,11102,11056,11965,10174,8926.1,8347.1,10256,9123.7,7628.1,9084.7,10652,12054,9461.5,8122.8,10283,9928.1,11730,10017,8529.9,10930,7890.2,10292,9104.2,7804.9,12061,11174,10987,9557,10061,7127.8,9628.2,8927.2,11518,10367,10354,10047,10374,10548,9944.4,8922.4,10888,10525,10579,10545,9941.2,9936.1,10247,9933.3,10118,11145,11481,9814.8,9687.5,9243.9,8846.2,9938.1,7304.9,7000,9500,9759,9610.4,8906.2,8277.1,5950.8,8078.8,7842.2
10531,10746,8320.9,11027,8933.3,8459.5,10545,9381.2,8069,10130,11192,10729,9107.3,9716,10326,8762.1,11273,11337,9881.9,8614.9,8480,11147,11427,9278.8,10192,10931,9106.4,10877,10917,9596.8,8954.5,10440,10317,10167,10097,10772,9119.9,9503.6,10537,10571,12281,11170,12808,8936.9,11197,9012.5,10044,10584,11024,10773,10703,9760,11097,9197.8,12402,10278,10233,9171.1,10433,9965.3,10720,10081,10756,8029,10795,8914.6,10379,11530,11180,10806,8756.4,9091.4,9600,11086,11043,11972,10141,8937.5,8364.7,10253,9069.9,7619.8,9113,10588,12035,9504.3,8099.4,10369,9928.1,11762,10058,8393.2,10983,7890.2,10292,9187.5,7861.8,12076,11155,11020,9574.6,10115,7194.4,9666.7,8933.8,11500,10398,10427,10039,10363,10476,9958.3,8948.3,11050,10520,10525,10483,9907.6,9943.6,10336,9828.6,10098,11072,11468,9864.2,9862.5,9219.5,8807.7,9911.5,7280.5,7000,9612.5,9777.1,9636.4,8984.4,8307.2,5901.6,8078.8,7882.4
10562,10732,8343.3,11053,8944.4,8477.5,10621,9362.5,8055.2,10186,11136,10748,9069.2,9787,10375,8732.3,11273,11228,9847.2,8583.9,8496,11126,11471,9269.2,10226,10927,9074.5,10925,10896,9585,9022.7,10463,10385,10256,10040,10746,9176,9460.4,10519,10559,12298,11270,12813,8945.9,11237,8937.5,10074,10629,11005,10826,10703,9790,11113,9153.8,12402,10222,10133,9151.3,10473,9942.2,10699,10078,10774,7995.2,10886,8902.4,10388,11508,11215,10800,8730.8,9112.9,9495.2,11049,11031,11936,10161,8948.9,8388.2,10250,9086,7677.7,9101.7,10668,12064,9470.1,8087.7,10338,9941.2,11730,10000,8444.4,10974,7926.8,10308,9145.8,7829.3,11992,11280,11027,9605.3,10091,7166.7,9679.5,8854.3,11533,10349,10500,10055,10363,10476,9930.6,8922.4,11000,10530,10497,10538,9882.4,9891,10295,9904.8,10183,11116,11494,9888.9,9875,9219.5,8759.6,9911.5,7353.7,6953.5,9500,9777.1,9623.4,8921.9,8283.1,5918,8097,7877
10600,10676,8291,11075,8944.4,8459.5,10524,9350,8055.2,10168,11197,10703,9110.7,9727.8,10397,8724.9,11299,11363,9868.1,8646,8492,11161,11441,9288.5,10274,10953,9074.5,10915,10927,9636.4,9045.5,10440,10413,10208,10018,10763,9138.6,9453.2,10528,10525,12292,11239,12846,8955,11193,9000,10074,10579,10976,10795,10661,9790,11149,9131.9,12433,10236,10200,9111.8,10424,9930.6,10699,10071,10732,8004.8,10864,8939,10393,11477,11246,10841,8679.5,9059.1,9676.2,11082,11056,11965,10184,8931.8,8300,10286,9112.9,7611.6,9113,10626,12038,9512.8,8146.2,10328,9928.1,11751,10050,8478.6,10922,7853.7,10333,9135.4,7845.5,12053,11199,11027,9622.8,10109,7161.1,9647.4,8940.4,11533,10404,10439,10070,10297,10540,9902.8,8939.7,11038,10614,10508,10579,9974.8,9887.2,10267,9914.3,10137,11116,11532,9950.6,9850,9349.6,8894.2,9946.9,7304.9,7000,9525,9783.1,9662.3,8875,8313.3,5950.8,8042.4,7882.4
10569,10648,8335.8,11088,8900,8405.4,10462,9331.2,8055.2,10211,11126,10710,9148.8,9739.6,10375,8732.3,11299,11244,9840.3,8614.9,8460,11119,11427,9240.4,10199,10957,9117,10849,10906,9616.6,8977.3,10485,10404,10161,10040,10741,9134.8,9525.2,10602,10565,12246,11208,12813,8918.9,11193,9000,10081,10596,11000,10811,10737,9720,11121,9131.9,12423,10264,10222,9177.6,10433,9930.6,10756,10078,10679,8019.3,10841,8902.4,10424,11462,11211,10812,8717.9,9091.4,9609.5,11082,11012,11936,10194,8931.8,8341.2,10211,9091.4,7553.7,9090.4,10567,12013,9504.3,8105.3,10323,9902,11741,10025,8478.6,10957,7865.9,10369,9114.6,7861.8,12091,11199,11040,9600.9,10079,7161.1,9692.3,8920.5,11511,10404,10524,10047,10297,10597,9944.4,8896.6,10975,10545,10536,10524,9949.6,9909.8,10336,9866.7,10183,11116,11481,9913.6,9850,9300.8,8798.1,9920.4,7292.7,6976.7,9575,9747,9688.3,8953.1,8247,5934.4,8066.7,7866.3
10592,10676,8313.4,11035,8933.3,8473,10490,9400,8055.2,10230,11131,10742,9117.6,9751.5,10359,8750.9,11230,11238,9875,8614.9,8480,11126,11454,9288.5,10247,10996,9095.7,10943,10938,9585,9011.4,10493,10394,10202,10035,10786,9164.8,9561.2,10426,10508,12304,11182,12860,8945.9,11197,9000,10044,10612,11010,10780,10729,9760,11125,9098.9,12454,10278,10178,9190.8,10438,9945.1,10699,10125,10768,8004.8,10864,8890.2,10411,11455,11228,10724,8705.1,9096.8,9561.9,11082,11031,11979,10184,8931.8,8341.2,10229,9123.7,7611.6,9073.4,10636,12035,9487.2,8157.9,10369,9915,11733,10017,8512.8,10913,7878,10359,9093.8,7829.3,12038,11230,11013,9666.7,10127,7211.1,9692.3,8913.9,11511,10446,10463,10078,10264,10548,9930.6,8918.1,11012,10535,10486,10524,9941.2,9932.3,10212,9904.8,10118,11058,11532,9864.2,9800,9276.4,8769.2,9911.5,7207.3,6976.7,9487.5,9825.3,9649.4,8890.6,8307.2,5983.6,8066.7,7852.9
10623,10662,8306,11035,8911.1,8441.4,10572,9325,8062.1,10211,11162,10742,9096.9,9668.6,10370,8739.8,11273,11275,9909.7,8658.4,8488,11196,11436,9288.5,10219,10953,9095.7,10915,10875,9671.9,9034.1,10403,10375,10190,10088,10737,9127.3,9539.6,10583,10508,12263,11195,12850,8918.9,11211,9025,10067,10618,10986,10818,10729,9770,11101,9197.8,12361,10167,10222,9190.8,10468,9927.7,10736,10057,10786,8009.7,10864,8926.8,10429,11485,11167,10829,8692.3,9102.2,9561.9,11106,11031,11993,10151,8937.5,8323.5,10214,9107.5,7661.2,9152.5,10604,12024,9504.3,8122.8,10338,9941.2,11698,9991.7,8470.1,10930,7890.2,10344,9135.4,7837.4,12068,11211,11047,9657.9,10079,7205.6,9730.8,8900.7,11555,10404,10451,10039,10396,10581,9916.7,8931,11000,10540,10481,10545,9916,9932.3,10349,9857.1,10137,11094,11597,9864.2,9787.5,9300.8,8759.6,9920.4,7317.1,6976.7,9487.5,9759,9649.4,8984.4,8247,5918,8103,7890.4
10608,10704,8343.3,11009,8938.9,8423.4,10572,9375,8006.9,10186,11162,10671,9131.5,9686.4,10337,8739.8,11257,11316,9826.4,8621.1,8436,11112,11419,9278.8,10178,10927,9148.9,10887,10917,9600.8,8988.6,10470,10385,10232,10035,10719,9161,9482,10565,10503,12263,11201,12850,8873.9,11189,8975,10089,10545,11019,10818,10653,9720,11113,9109.9,12433,10264,10189,9138.2,10404,9930.6,10767,10111,10786,8043.5,10864,8841.5,10375,11576,11211,10835,8743.6,9080.6,9523.8,11098,11043,11943,10128,8937.5,8341.2,10274,9107.5,7669.4,9101.7,10668,12075,9444.4,8140.4,10354,9934.6,11746,10017,8547,10835,7890.2,10313,9104.2,7813,12045,11280,11053,9627.2,10103,7166.7,9673.1,8907.3,11537,10343,10390,10055,10363,10508,9916.7,8922.4,10950,10550,10552,10503,9949.6,9939.8,10301,9904.8,10131,11101,11545,9827.2,9862.5,9308.9,8817.3,9938.1,7353.7,6930.2,9575,9771.1,9649.4,8906.2,8271.1,5918,8066.7,7871.7
10585,10676,8395.5,11009,8944.4,8482,10490,9387.5,8041.4,10149,11157,10723,9110.7,9662.7,10380,8713.8,11273,11259,9923.6,8565.2,8448,11140,11467,9307.7,10219,10935,9095.7,10887,10906,9608.7,8988.6,10440,10394,10202,10057,10750,9142.3,9482,10528,10565,12251,11226,12776,8936.9,11197,8987.5,10067,10534,10981,10811,10686,9740,11149,9098.9,12381,10250,10156,9151.3,10419,9936.4,10731,10084,10690,8000,10705,8914.6,10362,11470,11215,10794,8717.9,9102.2,9619,11045,11025,11908,10151,8931.8,8347.1,10265,9102.2,7619.8,9118.6,10652,12024,9495.7,8122.8,10359,9934.6,11727,9958.3,8401.7,10887,7902.4,10333,9114.6,7853.7,12045,11168,11020,9636,10061,7222.2,9609,8920.5,11467,10422,10427,10117,10286,10573,9916.7,8892.2,11012,10490,10552,10483,9882.4,9936.1,10233,9866.7,10105,11109,11532,9888.9,9712.5,9260.2,8740.4,9911.5,7280.5,7000,9500,9783.1,9701.3,8906.2,8277.1,5950.8,8090.9,7861
10538,10704,8253.7,11044,8911.1,8427.9,10524,9318.8,8034.5,10180,11146,10703,9131.5,9710.1,10391,8750.9,11187,11301,9826.4,8602.5,8476,11161,11463,9384.6,10260,10974,9127.7,10896,10896,9569.2,9102.3,10478,10423,10226,10066,10723,9119.9,9518,10500,10554,12269,11239,12846,8927.9,11180,8962.5,10067,10601,11038,10712,10703,9750,11165,9131.9,12371,10194,10233,9197.4,10453,9896,10705,10095,10774,8000,10864,8914.6,10348,11477,11193,10829,8769.2,9069.9,9561.9,11061,11025,11965,10201,8926.1,8376.5,10232,9091.4,7611.6,9101.7,10668,12038,9453,8152,10359,9908.5,11743,10017,8495.7,11000,7878,10369,9062.5,7796.7,12076,11224,11013,9636,10079,7161.1,9679.5,8880.8,11507,10392,10463,10078,10440,10540,9888.9,8939.7,10988,10520,10470,10503,9916,9913.5,10342,9923.8,10170,11145,11403,9913.6,9762.5,9325.2,8778.8,9902.7,7268.3,6976.7,9500,9831.3,9636.4,8843.8,8271.1,5918,8109.1,7863.6
10654,10690,8358.2,11062,8944.4,8468.5,10517,9343.8,8027.6,10199,11172,10716,9114.2,9721.9,10391,8710,11273,11238,9798.6,8614.9,8472,11077,11485,9307.7,10219,10961,9063.8,10868,10906,9612.6,9068.2,10455,10260,10173,10057,10705,9127.3,9510.8,10500,10492,12304,11258,12794,8927.9,11189,8975,10067,10573,11000,10841,10653,9620,11129,9109.9,12412,10208,10289,9151.3,10468,9942.2,10736,10095,10708,8048.3,10727,8865.9,10393,11455,11232,10800,8717.9,9075.3,9609.5,11082,11043,11957,10191,8920.5,8370.6,10223,9091.4,7628.1,9124.3,10658,12059,9461.5,8146.2,10369,9934.6,11757,10000,8478.6,10939,7975.6,10354,9145.8,7837.4,12083,11193,10980,9583.3,10048,7155.6,9711.5,8940.4,11489,10422,10463,10055,10374,10500,9958.3,8931,11012,10559,10530,10552,9974.8,9932.3,10267,9933.3,10190,11116,11532,9913.6,9837.5,9447.2,8778.8,9876.1,7341.5,6976.7,9500,9825.3,9740.3,8921.9,8271.1,5967.2,8097,7871.7
10608,10732,8320.9,11053,8972.2,8464,10579,9356.2,8034.5,10199,11212,10774,9121.1,9680.5,10391,8762.1,11257,11358,9875,8633.5,8492,11077,11436,9307.7,10144,10944,9117,10868,10875,9612.6,8988.6,10515,10346,10244,10062,10737,9168.5,9532.4,10528,10565,12269,11208,12874,8955,11197,9037.5,10119,10607,10967,10765,10712,9800,11133,9098.9,12412,10236,10222,9098.7,10473,9985.5,10720,10081,10720,8024.2,10682,8914.6,10433,11492,11193,10841,8743.6,9059.1,9647.6,11106,11043,11943,10148,8977.3,8423.5,10256,9166.7,7686,9163.8,10599,12097,9512.8,8146.2,10348,9947.7,11781,9991.7,8547,10957,7939,10374,9135.4,7886.2,12106,11267,11033,9666.7,10048,7222.2,9685.9,8947,11540,10506,10390,10102,10363,10476,9958.3,8926.7,10962,10545,10525,10531,9991.6,9951.1,10281,9885.7,10137,11094,11506,9864.2,9900,9422.8,8817.3,9902.7,7280.5,7023.3,9562.5,9807.2,9636.4,8906.2,8253,5967.2,8042.4,7879.7
10631,10620,8298.5,11058,8938.9,8482,10497,9356.2,8027.6,10161,11131,10755,9197.2,9686.4,10304,8750.9,11337,11306,9861.1,8608.7,8476,11133,11427,9250,10240,10948,9085.1,10896,10917,9636.4,9022.7,10507,10365,10202,10066,10786,9191,9539.6,10574,10559,12240,11201,12818,8964,11162,8937.5,10126,10590,11000,10765,10703,9760,11149,9120.9,12412,10264,10200,9144.7,10424,9933.5,10736,10071,10774,8000,10886,8902.4,10388,11553,11215,10824,8679.5,9043,9571.4,11078,11031,11936,10171,8920.5,8335.3,10238,9145.2,7537.2,9141.2,10663,12064,9547,8105.3,10323,9928.1,11735,10008,8470.1,10948,7939,10297,9156.2,7813,12106,11273,11067,9671.1,10085,7172.2,9673.1,8940.4,11548,10428,10561,10086,10286,10492,9986.1,8935.3,11012,10584,10552,10524,9899.2,9951.1,10308,9914.3,10163,11159,11584,9925.9,9862.5,9479.7,8817.3,9938.1,7268.3,7000,9475,9831.3,9675.3,8906.2,8253,5967.2,8127.3,7893
