0,0,1.000000
0,1,0.558794
0,2,0.752886
0,3,0.756252
0,4,0.815638
0,5,0.816281
0,6,0.644484
0,7,0.743713
0,8,0.739674
0,9,0.709926
0,10,0.732960
0,11,0.711695
0,12,0.787125
0,13,0.640898
0,14,0.652672
0,15,0.803913
0,16,0.788487
0,17,0.716110
0,18,0.692140
0,19,0.729726
0,20,0.778437
0,21,0.788205
0,22,0.782169
0,23,0.551609
0,24,0.711100
0,25,0.783787
0,26,0.631285
0,27,0.692294
0,28,0.649320
0,29,0.717628
0,30,0.614295
0,31,0.715186
0,32,0.611152
0,33,0.738618
0,34,0.711673
0,35,0.837996
0,36,0.773308
0,37,0.658702
0,38,0.723941
0,39,0.729207
0,40,0.778303
0,41,0.761400
0,42,0.810319
0,43,0.650945
0,44,0.749044
0,45,0.588667
0,46,0.666231
0,47,0.720198
0,48,0.792420
0,49,0.675636
0,50,0.705666
0,51,0.518916
0,52,0.834557
0,53,0.636411
0,54,0.713632
0,55,0.606632
0,56,0.599135
0,57,0.756451
0,58,0.698003
0,59,0.770551
0,60,0.749831
0,61,0.739636
0,62,-0.205567
0,63,0.486372
0,64,0.407564
0,65,0.635975
0,66,0.764337
0,67,0.764913
0,68,0.791086
0,69,0.683571
0,70,0.486276
0,71,0.558508
0,72,0.397861
0,73,0.770168
0,74,0.670824
0,75,0.703388
0,76,0.861642
0,77,0.658915
0,78,0.629733
0,79,0.724995
0,80,0.661767
0,81,0.491360
0,82,0.711905
0,83,-0.807540
0,84,0.786989
0,85,0.577572
0,86,0.638870
0,87,0.690039
0,88,0.644331
0,89,0.804821
0,90,0.610006
0,91,0.371212
0,92,0.667358
0,93,0.548190
0,94,0.772636
0,95,0.267672
0,96,0.403766
0,97,0.678302
0,98,0.766499
0,99,0.778940
0,100,0.610692
0,101,0.644884
0,102,0.567026
0,103,0.476704
0,104,-0.525324
0,105,0.792438
0,106,0.704334
0,107,-0.622941
0,108,0.527602
0,109,-0.579033
0,110,-0.816218
0,111,0.650368
0,112,0.494075
0,113,0.563234
0,114,0.455455
0,115,0.480752
0,116,0.450089
0,117,0.634372
0,118,0.810533
0,119,0.511365
0,120,0.624203
0,121,0.544783
0,122,0.665052
0,123,0.550598
0,124,0.555494
0,125,0.669154
0,126,0.701504
0,127,0.535828
0,128,0.445489
0,129,0.469148
0,130,-0.067917
0,131,0.472550
0,132,0.546761
0,133,0.453128
0,134,0.348265
0,135,0.488424
0,136,0.043143
0,137,0.245611
0,138,-0.086918
1,1,1.000000
1,2,0.578763
1,3,0.534421
1,4,0.612691
1,5,0.599635
1,6,0.612485
1,7,0.618127
1,8,0.566459
1,9,0.603773
1,10,0.537457
1,11,0.557341
1,12,0.611558
1,13,0.456375
1,14,0.454944
1,15,0.608022
1,16,0.662646
1,17,0.597528
1,18,0.529181
1,19,0.555897
1,20,0.565526
1,21,0.583362
1,22,0.588412
1,23,0.433810
1,24,0.482400
1,25,0.607247
1,26,0.508784
1,27,0.531242
1,28,0.545000
1,29,0.643629
1,30,0.403300
1,31,0.531411
1,32,0.489495
1,33,0.521821
1,34,0.588032
1,35,0.624813
1,36,0.557152
1,37,0.537021
1,38,0.540642
1,39,0.502701
1,40,0.533146
1,41,0.583493
1,42,0.629821
1,43,0.409282
1,44,0.574392
1,45,0.530141
1,46,0.523326
1,47,0.560779
1,48,0.621115
1,49,0.542634
1,50,0.468821
1,51,0.553093
1,52,0.667721
1,53,0.568286
1,54,0.612026
1,55,0.421003
1,56,0.423067
1,57,0.585008
1,58,0.533046
1,59,0.651623
1,60,0.611797
1,61,0.562016
1,62,-0.152068
1,63,0.328424
1,64,0.328213
1,65,0.430343
1,66,0.618734
1,67,0.571038
1,68,0.585338
1,69,0.591960
1,70,0.441375
1,71,0.499743
1,72,0.267115
1,73,0.610403
1,74,0.554262
1,75,0.499304
1,76,0.639375
1,77,0.486997
1,78,0.547989
1,79,0.549766
1,80,0.570700
1,81,0.387591
1,82,0.617214
1,83,-0.602061
1,84,0.546937
1,85,0.450249
1,86,0.511149
1,87,0.430401
1,88,0.500035
1,89,0.641937
1,90,0.540291
1,91,0.226401
1,92,0.478943
1,93,0.399597
1,94,0.619502
1,95,0.047174
1,96,0.289880
1,97,0.641873
1,98,0.585337
1,99,0.616103
1,100,0.418204
1,101,0.542347
1,102,0.505133
1,103,0.401744
1,104,-0.337897
1,105,0.621001
1,106,0.553404
1,107,-0.366146
1,108,0.463742
1,109,-0.222067
1,110,-0.640407
1,111,0.578366
1,112,0.335843
1,113,0.351960
1,114,0.373400
1,115,0.344782
1,116,0.451691
1,117,0.611902
1,118,0.535169
1,119,0.323372
1,120,0.421512
1,121,0.366541
1,122,0.457092
1,123,0.440954
1,124,0.463005
1,125,0.532006
1,126,0.520086
1,127,0.496460
1,128,0.412560
1,129,0.412538
1,130,0.076656
1,131,0.473732
1,132,0.496521
1,133,0.425654
1,134,0.378844
1,135,0.381524
1,136,-0.010116
1,137,0.244519
1,138,0.058896
2,2,1.000000
2,3,0.714053
2,4,0.801067
2,5,0.779479
2,6,0.624596
2,7,0.701701
2,8,0.719074
2,9,0.724511
2,10,0.707221
2,11,0.683027
2,12,0.731618
2,13,0.611973
2,14,0.608804
2,15,0.756785
2,16,0.777052
2,17,0.666441
2,18,0.686558
2,19,0.662617
2,20,0.682560
2,21,0.713693
2,22,0.775108
2,23,0.532435
2,24,0.701706
2,25,0.803369
2,26,0.592991
2,27,0.646513
2,28,0.637895
2,29,0.707193
2,30,0.546253
2,31,0.691316
2,32,0.586447
2,33,0.681700
2,34,0.697034
2,35,0.746086
2,36,0.754966
2,37,0.668508
2,38,0.667901
2,39,0.708404
2,40,0.708178
2,41,0.748508
2,42,0.781012
2,43,0.570124
2,44,0.713410
2,45,0.567351
2,46,0.658203
2,47,0.683690
2,48,0.744742
2,49,0.670454
2,50,0.625808
2,51,0.529873
2,52,0.806657
2,53,0.717525
2,54,0.654697
2,55,0.634728
2,56,0.532080
2,57,0.702625
2,58,0.672027
2,59,0.774582
2,60,0.759594
2,61,0.691358
2,62,-0.198711
2,63,0.476831
2,64,0.314892
2,65,0.550814
2,66,0.691412
2,67,0.717683
2,68,0.663683
2,69,0.617382
2,70,0.492882
2,71,0.638876
2,72,0.410910
2,73,0.738852
2,74,0.574237
2,75,0.651629
2,76,0.814837
2,77,0.606349
2,78,0.564205
